point_id,site_id,sign_id,site_description,total_words,korean_in_hangul,korean_in_roman,english_in_hangul,english_in_roman,no_loan,type_loan,word_loan,no_loan_2,type_loan_2,words_loan_2,no_loan_3,type_loan_3,words_loan_3,kor_loan,kor_hier,kor_check,kor_size,eng_hier,eng_check,eng_size,other_hier,other_check,other_size,chinese,japanese,span,fren,arabic,viet,thai,turkish
62,444,,luggage,4,2,,,2,,,,,,,,,,,10,1,2,20,1,3,FALSE,0,,,,,,,,,
62,445,,,2,,,1,,1,1,working,,,,,,,,FALSE,1,,FALSE,0,,FALSE,0,,,,,,,,,
62,446,,,2,,,,1,1,2,home shopping,,,,,,,,10,1,2,20,1,4,FALSE,0,,,,,,,,,
62,447,,,2,1,,1,,,,,,,,,,,,FALSE,1,3,FALSE,0,,FALSE,0,,,,,,,,,
62,447,,,2,1,,1,,,,,,,,,,,,FALSE,1,2,FALSE,0,,FALSE,0,,,,,,,,,
62,447,,,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
62,442,,bakery,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
62,448,,,3,,,,,3,1,"home, mart, plus",,,,,,,,FALSE,1,2,FALSE,0,,FALSE,0,,,,,,,,,
62,449,,,5,1,,,3,1,2,accessory,,,,,,,,10,1,2,20,1,4,FALSE,0,,,,,,,,,
62,450,,happy noodle,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
62,451,,hyundai ad,8,,,,8,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
63,452,,lycamobile,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
63,452,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
63,453,,vermont outlet,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
63,454,4,thai,3,,,,2,,,,,,,,,,,FALSE,0,,10,1,1,20,2,,,,,,,,1,
63,454,4,,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
63,454,3,,3,,,,2,,,,,,,,,,,FALSE,0,,10,1,1,20,2,,,,,,,,1,
63,454,3,,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
63,454,2,,3,,,,2,,,,,,,,,,,FALSE,0,,10,1,1,20,2,,,,,,,,1,
63,454,2,,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
63,454,1,,3,,,,2,,,,,,,,,,,FALSE,0,,10,1,1,20,2,,,,,,,,1,
63,454,1,,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
63,455,,lawyer,6,,,,6,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
63,456,,,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
63,457,,soowon,3,,1,,2,,,,,,,,,,galbi,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
63,458,,coin,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
63,459,,charbroiled chicken,4,,,,2,,,,,,,,,,,FALSE,0,,10,1,1,20,1,2,,,2,,,,,
63,458,,,6,,,,6,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
63,460,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
63,461,,guatemalan bakery,2,,,,,,,,,,,,,,,FALSE,0,,FALSE,0,,FALSE,1,2,,,2,,,,,
63,461,,,8,,,,,,,,,,,,,,,FALSE,0,,FALSE,0,,FALSE,1,3,,,8,,,,,
63,462,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
63,463,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
63,464,,boost technology,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,,FALSE,0,,,,,,,,,
63,464,,,12,,,,6,,,,,,,,,,,FALSE,0,,10,1,3,10,1,3,,,6,,,,,
63,465,,,7,,,,7,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
63,465,,,7,,,,7,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
63,466,,,1,,,,,,,,,,,,,,,FALSE,0,,FALSE,0,,FALSE,1,1,,,1,,,,,
63,466,,,4,,,,,,,,,,,,,,,FALSE,0,,FALSE,0,,FALSE,1,3,,,4,,,,,
63,467,,,6,,,,6,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
63,468,,,5,,,,,,,,,,,,,,,FALSE,0,,FALSE,0,,FALSE,1,3,,,5,,,,,
63,469,,,5,,,,5,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
63,470,,,3,,,,2,,,,,,,,,,,FALSE,0,,10,1,1,20,1,3,,,1,,,,,
63,470,,,0,,,,,,,,,,,,,,,FALSE,0,,FALSE,0,,FALSE,0,,,,,,,,,
63,470,,,0,,,,,,,,,,,,,,,FALSE,0,,FALSE,0,,FALSE,0,,,,,,,,,
63,378,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
63,354,,,3,1,,,,2,1,"new, star",,,,,,,,FALSE,1,1,FALSE,0,,FALSE,0,,,,,,,,,
63,354,,,3,1,,,,2,1,"new, star",,,,,,,,FALSE,1,1,FALSE,0,,FALSE,0,,,,,,,,,
63,471,,medical clinic,13,,,,8,,,,,,,,,,,FALSE,0,,10,1,2,10,1,2,,,5,,,,,
63,472,,acupuncture,8,1,,,,,,,,,,,,,,10,1,2,FALSE,0,,10,1,2,,,7,,,,,
63,472,,,3,3,,,,,,,,,,,,,,FALSE,1,2,FALSE,0,,FALSE,0,,,,,,,,,
63,472,1,,5,,,,2,,,,,,,,,,,FALSE,0,,20,1,1,10,1,3,,,3,,,,,
63,472,1,,4,,,,2,,,,,,,,,,,FALSE,0,,10,1,3,20,1,1,,,2,,,,,
63,473,,,5,,,,5,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
63,474,,,6,,,,6,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
63,475,,acupuncture ,3,2,,,1,,,,,,,,,,,10,1,2,20,1,3,FALSE,0,,,,,,,,,
63,476,,,4,,,,2,,,,,,,,,,,FALSE,0,,10,1,3,10,1,3,,,2,,,,,
63,477,,,7,4,,,3,,,,,,,,,,,10,1,3,10,1,3,FALSE,0,,,,,,,,,
63,478,1,sign store,3,1,1,,1,,,,,,,,,,,10,1,1,20,1,1,FALSE,0,,,,,,,,,
63,478,1,sign store,11,6,,,1,4,1,"menu, interior, color, banner",,,,,,,,10,1,2,20,1,2,FALSE,0,,,,,,,,,
63,479,,,40,,,,20,,,,,,,,,,,FALSE,0,,10,1,4,10,1,4,,,20,,,,,
63,478,,,7,2,1,,4,,,,,,,,,,,20,1,2,10,1,2,FALSE,0,,,,,,,,,
63,480,,tyogurtland,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
63,478,,,7,4,,,3,,,,,,,,,,,10,1,3,10,1,3,FALSE,0,,,,,,,,,
63,478,,,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
63,478,,,1,,1,,,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
63,478,,,1,,1,,,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
63,478,,,1,,1,,,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
63,478,,,7,,,,7,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
63,478,,,5,,,,2,3,1,"digital, color, banner",,,,,,,,10,1,1,20,1,2,FALSE,0,,,,,,,,,
63,481,,,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
63,482,,,14,,,,14,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
64,482,,,4,,,,4,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
64,483,,acupuncture,4,2,1,,1,,,,,,,,,,,10,1,2,10,1,3,FALSE,0,,,,,,,,,
64,483,,,8,7,,,,1,1,medical,,,,,,,,FALSE,1,3,FALSE,0,,FALSE,0,,,,,,,,,
64,483,,,4,,,,4,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
64,484,,,4,,,,,,,,,,,,,,,FALSE,0,,FALSE,0,,FALSE,1,2,,,4,,,,,
64,484,,,12,,,,,,,,,,,,,,,FALSE,0,,FALSE,0,,FALSE,1,3,,,12,,,,,
64,484,,la rosa,15,,,,,,,,,,,,,,,FALSE,0,,FALSE,0,,FALSE,1,3,,,15,,,,,
64,484,,la rosa,10,,,,,,,,,,,,,,,FALSE,0,,FALSE,0,,FALSE,1,3,,,10,,,,,
64,485,,moaba,3,2,,,,1,1,bar,,,,,,,,FALSE,1,2,FALSE,0,,FALSE,0,,,,,,,,,
64,485,,,4,1,,,2,1,1,bar,,,,,,,,20,1,2,10,1,1,FALSE,0,,,,,,,,,
64,485,,,4,1,,,2,1,1,bar,,,,,,,,20,1,2,10,1,1,FALSE,0,,,,,,,,,
64,486,1,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
64,486,1,,6,,,,6,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
64,486,2,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
64,486,2,barber,6,,,,6,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
64,487,,agencia de viajes,3,,,,,,,,,,,,,,,FALSE,0,,FALSE,0,,FALSE,1,3,,,3,,,,,
64,487,,,3,,,,,,,,,,,,,,,FALSE,0,,FALSE,0,,FALSE,1,2,,,3,,,,,
64,488,,,4,,,,4,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
64,488,,income tax,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
64,488,,,4,,,,4,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
64,488,,,4,,,,4,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
64,487,,,3,,,,,,,,,,,,,,,FALSE,0,,FALSE,0,,FALSE,1,3,,,3,,,,,
64,489,,,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
64,490,,metropcs,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
64,489,,photo gold,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
64,491,,liquor,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
64,491,,,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
64,488,,,7,,,,7,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
64,490,,,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
64,491,,,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
64,485,,,3,2,,,,1,1,bar,,,,,,,,FALSE,1,,FALSE,0,,FALSE,0,,,,,,,,,
64,482,3,bartending,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
64,482,3,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
64,483,,,1,,,,,,,,,,,,,,,FALSE,0,,FALSE,0,,FALSE,1,2,,,1,,,,,
64,484,,la rosa,6,,,,,,,,,,,,,,,FALSE,0,,FALSE,0,,FALSE,1,2,,,6,,,,,
64,487,,,3,,,,,,,,,,,,,,,FALSE,0,,FALSE,0,,FALSE,1,2,,,3,,,,,
64,490,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
64,492,,mever gift,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
64,486,,,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
64,493,,lawyer,7,,,,7,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
64,494,,korean J,3,,1,,2,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
64,494,,korean J,3,,1,,2,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
64,494,,korean J,5,,,,5,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
64,495,,vermont plaza,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
64,496,,sushi,2,1,,,1,,,,,,,,,,,10,1,1,20,1,1,FALSE,0,,,,,,,,,
64,497,,thomasito,4,,,1,2,,,,,,,,,,,20,1,2,10,1,1,30,1,2,,,1,,,,,
64,497,,,3,,,1,2,,,,,,,,,,,10,1,1,20,1,1,FALSE,0,,,,,,,,,
64,497,,,3,,,1,2,,,,,,,,,,,10,1,1,20,1,1,FALSE,0,,,,,,,,,
64,498,,newspaper box 1,2,,,,,,,,,,,,,,,FALSE,0,,FALSE,0,,FALSE,1,3,,,2,,,,,
64,499,,newspaper box 2,2,,,,,,,,,,,,,,,FALSE,0,,FALSE,0,,FALSE,1,3,,,2,,,,,
64,498,,,2,,,,,,,,,,,,,,,FALSE,0,,FALSE,0,,FALSE,1,4,,,2,,,,,
64,499,,,2,,,,,,,,,,,,,,,FALSE,0,,FALSE,0,,FALSE,1,4,,,2,,,,,
64,500,,,3,,,,1,,,,,,,,,,,FALSE,0,,10,1,1,10,1,1,,,2,,,,,
64,454,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
64,501,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
64,454,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
64,457,,,3,2,1,,,,,,,,,,,,galbi,10,1,1,20,1,1,FALSE,0,,,,,,,,,
64,502,,,0,,,,,,,,,,,,,,,FALSE,0,,FALSE,0,,FALSE,0,,,,,,,,,
64,494,,,26,,,,26,,,,,,,,,,,FALSE,0,,FALSE,1,4,FALSE,0,,,,,,,,,
64,494,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
64,494,,,18,,,,18,,,,,,,,,,,FALSE,0,,FALSE,1,4,FALSE,0,,,,,,,,,
64,503,1,grace yoo,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
64,503,1,,8,,,,8,,,,,,,,,,,FALSE,0,,FALSE,1,4,FALSE,0,,,,,,,,,
64,504,1,,3,,,,,,,,,,,,,,,FALSE,0,,FALSE,0,,FALSE,1,4,,,3,,,,,
64,504,1,,7,,,,,,,,,,,,,,,FALSE,0,,FALSE,0,,FALSE,1,4,,,7,,,,,
65,505,,big bear,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
65,505,,,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
65,505,,,4,2,,2,,,,,,,,,,,,FALSE,1,2,FALSE,0,,FALSE,0,,,,,,,,,
65,506,,,3,,,,,,,,,,,,,,,FALSE,0,,FALSE,0,,FALSE,1,2,,,3,,,,,
65,506,,,23,,,,,,,,,,,,,,,FALSE,0,,FALSE,0,,FALSE,1,4,,,23,,,,,
65,507,1,poster,6,,,,,,,,,,,,,,,FALSE,0,,FALSE,0,,FALSE,1,4,,,6,,,,,
65,507,1,,3,,,,,,,,,,,,,,,FALSE,0,,FALSE,0,,FALSE,1,3,,,3,,,,,
65,508,,wendy's hair,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
65,508,,,10,,,,5,,,,,,,,,,,FALSE,0,,10,1,4,10,1,4,,,5,,,,,
65,509,,bike,4,,,,4,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
65,509,,,11,,,,11,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
65,510,,graffiti,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
65,511,,barber shop,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
65,511,,,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
65,512,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
65,511,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
65,513,,soup,1,1,,,,,,,,,,,,,,FALSE,1,1,FALSE,0,,FALSE,0,,,,,,,,,
65,513,,,1,1,,,,,,,,,,,,,,FALSE,1,1,FALSE,0,,FALSE,0,,,,,,,,,
65,514,,laundry,2,,,,1,,,,,,,,,,,FALSE,0,,20,1,1,10,1,1,,,1,,,,,
65,515,,café,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
65,,,,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
65,514,,,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
65,515,,barber shop,1,1,,,,,,,,,,,,,,FALSE,1,1,FALSE,0,,FALSE,0,,,,,,,,,
65,496,,sushi,2,1,,,1,,,,,,,,,,,10,1,1,20,1,1,FALSE,0,,,,,,,,,
65,496,,,3,,1,,2,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
65,496,,,1,,,,,,,,,,,,,,,FALSE,0,,FALSE,0,,FALSE,1,1,,1,,,,,,
65,516,,crab,2,2,,,,,,,,,,,,,,FALSE,1,,FALSE,0,,FALSE,0,,,,,,,,,
65,516,,,7,,,,1,,,,,,,,,,,FALSE,0,,20,1,2,10,1,2,6,,,,,,,
65,516,,,2,2,,,,,,,,,,,,,,FALSE,1,1,FALSE,0,,FALSE,0,,,,,,,,,
65,516,,,2,2,,,,,,,,,,,,,,FALSE,1,1,FALSE,0,,FALSE,0,,,,,,,,,
65,517,,hanmi,2,,1,,1,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
65,518,,spa,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
65,519,,bbq,6,2,2,,2,,,,,,,,,,,10,1,1,20,1,2,FALSE,0,,,,,,,,,
65,520,,san marino,4,,,,4,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
65,518,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
65,521,,smoke,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
65,522,,hosana,3,2,,1,,,,,,,,,,,,FALSE,1,2,FALSE,0,,FALSE,0,,,,,,,,,
65,519,,bbq,4,2,,,2,,,,,,,,,,,10,1,2,20,1,3,FALSE,0,,,,,,,,,
65,523,,hana,2,2,,,,,,,,,,,,,,FALSE,1,2,FALSE,0,,FALSE,0,,,,,,,,,
65,524,,rose massage,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
65,525,,church,3,3,,,,,,,,,,,,,,FALSE,1,2,FALSE,0,,FALSE,0,,,,,,,,,
65,526,1,auto,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
65,526,1,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
65,527,,car,2,2,,,,,,,,,,,,,,FALSE,1,1,FALSE,0,,FALSE,0,,,,,,,,,
65,516,,,8,8,,,,,,,,,,,,,,FALSE,1,3,FALSE,0,,FALSE,0,,,,,,,,,
65,528,,koreana,6,,,1,3,2,1,"curtain, carpet",,,,,,,,10,1,1,20,1,3,FALSE,0,,,,,,,,,
65,528,,,1,1,,,,,,,,,,,,,,FALSE,1,1,FALSE,0,,FALSE,0,,,,,,,,,
65,528,,,3,,,1,,2,1,"curtain, carpet",,,,,,,,FALSE,1,3,FALSE,0,,FALSE,0,,,,,,,,,
65,515,,aracely,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
65,,,,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
65,514,,laundry,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
65,511,,hair town,4,1,,,2,1,1,town,,,,,,,,20,1,2,10,1,1,FALSE,0,,,,,,,,,
65,515,,café,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
65,496,,,7,7,,,,,,,,,,,,,,FALSE,1,4,FALSE,0,,FALSE,0,,,,,,,,,
65,496,,,4,2,,,2,,,,,,,,,,,10,1,4,20,1,4,FALSE,0,,,,,,,,,
65,496,,,4,2,2,,,,,,,,,,,,,10,1,4,20,1,4,FALSE,0,,,,,,,,,
65,496,,,6,,,,6,,,,,,,,,,,FALSE,0,,FALSE,1,4,FALSE,0,,,,,,,,,
65,496,,,3,2,,,1,,,,,,,,,,,20,1,4,10,1,3,FALSE,0,,,,,,,,,
65,515,,,2,,,,,2,1,"coffee, boba",,,,,,,,FALSE,1,3,FALSE,0,,FALSE,0,,,,,,,,,
65,511,,,6,1,,,4,1,1,town,,,,,,,,20,1,3,10,1,3,FALSE,0,,,,,,,,,
65,497,,,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
65,529,,victory golf,3,2,,,,1,1,win,,,,,,,,FALSE,1,1,FALSE,0,,FALSE,0,,,,,,,,,
65,530,,ad,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
66,531,,yongsusan,3,1,,,2,,,,,,,,,,,10,1,1,20,1,2,FALSE,0,,,,,,,,,
66,531,,,2,,1,,,,,,,,,,,,,FALSE,0,,10,1,1,20,1,3,1,,,,,,,
66,532,,hanaro,3,2,1,,,,,,,,,,,,,20,1,3,10,1,1,FALSE,0,,,,,,,,,
66,531,1,yongsusan,1,,1,,,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
66,531,1,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
66,531,2,,1,,1,,,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
66,531,2,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,4,FALSE,0,,,,,,,,,
66,531,3,,1,,1,,,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
66,531,3,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,4,FALSE,0,,,,,,,,,
66,533,1,the dragon,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,4,FALSE,0,,,,,,,,,
66,533,1,,3,,,,2,,,,,,,,,,,FALSE,0,,20,1,2,10,1,1,1,,,,,,,
66,533,,,3,,,,2,,,,,,,,,,,FALSE,0,,20,1,4,10,1,2,1,,,,,,,
66,533,,,7,3,,,3,1,1,organic,,,,,,,,10,1,2,20,1,4,FALSE,0,,,,,,,,,
66,534,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
66,535,,park's,2,2,,,,,,,,,,,,,,FALSE,1,2,FALSE,0,,FALSE,0,,,,,,,,,
66,535,,park's,2,2,,,,,,,,,,,,,,FALSE,1,1,FALSE,0,,FALSE,0,,,,,,,,,
66,535,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
66,536,,massage,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
66,536,,massage,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
66,537,,gwak,3,1,,,,2,1,"hair, nail",,,,,,,,FALSE,1,2,FALSE,0,,FALSE,0,,,,,,,,,
66,537,,gwak,3,1,,,,2,1,"hair, nail",,,,,,,,FALSE,1,2,FALSE,0,,FALSE,0,,,,,,,,,
66,536,,,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
66,536,,,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
66,538,,hanbang,3,3,,,,,,,,,,,,,,FALSE,1,2,FALSE,0,,FALSE,0,,,,,,,,,
66,538,,hanbang,3,3,,,,,,,,,,,,,,FALSE,1,1,FALSE,0,,FALSE,0,,,,,,,,,
66,538,,,6,3,1,,2,,,,,,,,,,,10,1,3,20,1,3,FALSE,0,,,,,,,,,
66,538,,,3,3,,,,,,,,,,,,,,FALSE,1,2,FALSE,0,,FALSE,0,,,,,,,,,
66,538,,,7,7,,,,,,,,,,,,,,FALSE,1,3,FALSE,0,,FALSE,0,,,,,,,,,
66,538,,,2,2,,,,,,,,,,,,,,FALSE,1,3,FALSE,0,,FALSE,0,,,,,,,,,
66,535,,,2,2,,,,,,,,,,,,,,FALSE,1,3,FALSE,0,,FALSE,0,,,,,,,,,
66,535,,,2,2,,,,,,,,,,,,,,FALSE,1,3,FALSE,0,,FALSE,0,,,,,,,,,
66,535,,,2,2,,,,,,,,,,,,,,FALSE,1,3,FALSE,0,,FALSE,0,,,,,,,,,
66,535,,,2,2,,,,,,,,,,,,,,FALSE,1,3,FALSE,0,,FALSE,0,,,,,,,,,
66,535,,,2,2,,,,,,,,,,,,,,FALSE,1,3,FALSE,0,,FALSE,0,,,,,,,,,
66,539,1,c-beauty,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
66,539,1,c-beauty,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
66,539,1,,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
66,540,,jum,1,1,,,,,,,,,,,,,,FALSE,1,2,FALSE,0,,FALSE,0,,,,,,,,,
66,541,,smoke,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
66,541,,smoke,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
66,542,,ganbai,1,,,1,,,,,,,,,,,,FALSE,1,2,FALSE,0,,FALSE,0,,,,,,,,,
