point_id,site_id,sign_id,site_description,total_words,korean_in_hangul,korean_in_roman,english_in_hangul,english_in_roman,no_loan,type_loan,word_loan,no_loan_2,type_loan_2,words_loan_2,no_loan_3,type_loan_3,words_loan_3,kor_loan,kor_hier,kor_check,kor_size,eng_hier,eng_check,eng_size,other_hier,other_check,other_size,chinese,japanese,span,fren,arabic,viet,thai,russian
96,1040,,wells fargo,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
96,1041,,nationwide,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
96,1042,,bank of hope,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
96,1042,,bank of hope,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
96,1044,,subway,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
96,1045,,yogurtland,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
96,1043,,gamestop,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
96,1044,,korea billboard,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
96,1045,,hot yoga,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
96,1046,,mirae bank,2,,1,,1,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
97,1047,1,leasing,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
97,1047,1,,6,,,,6,,,,,,,,,,,FALSE,0,,FALSE,1,4,FALSE,0,,,,,,,,,
97,1048,,parking,4,,,,4,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
97,1048,,,5,,,,5,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
97,1048,,,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
97,1049,,banner,4,,,,4,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
97,939,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
97,1050,,buffalo,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
98,1049,,banner,4,,,,4,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
98,1051,,happy barber,5,2,,,3,,,,,,,,,,,10,1,2,20,1,3,FALSE,0,,,,,,,,,
98,1052,,my spy,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
98,1053,,cal-kor,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
98,1054,,bks,4,,1,,3,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
98,1055,,interstate,4,2,,,2,,,,,,,,,,,20,1,1,10,1,1,FALSE,0,,,,,,,,,
98,1056,,angel,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
98,1049,,banner,4,,,,4,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
98,1049,,banner,4,,,,4,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
98,1049,,banner,4,,,,4,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
98,1049,,banner,4,,,,4,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
98,1049,,banner,4,,,,4,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
98,1049,,banner,4,,,,4,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
98,1049,,banner,4,,,,4,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
99,1057,,,13,4,,,4,,,,,,,,,,,30,1,4,10,1,1,20,1,4,,,5,,,,,
99,1054,,,4,,,,4,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
99,1054,,,4,,,,4,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
99,1054,,,4,,,,4,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
99,1059,,boba time,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
99,1058,,,4,,,,4,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
99,1058,,all u can eat,4,1,,,3,,,,,,,,,,,10,1,2,20,1,2,FALSE,0,,,,,,,,,
99,1058,,,3,3,,,,,,,,,,,,,,FALSE,1,2,FALSE,0,,FALSE,0,,,,,,,,,
99,1060,,ramen,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
99,1060,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
99,1060,,,3,3,,,,,,,,,,,,,,FALSE,1,2,FALSE,0,,FALSE,0,,,,,,,,,
99,1060,,,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
99,1060,,,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
99,1060,,,9,,,,9,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
99,1061,,lease,4,2,,,2,,,,,,,,,,,20,1,2,10,1,1,FALSE,0,,,,,,,,,
99,1062,,sung bo,2,2,,,,,,,,,,,,,,FALSE,1,2,FALSE,0,,FALSE,0,,,,,,,,,
99,1062,,,2,2,,,,,,,,,,,,,,FALSE,1,3,FALSE,0,,FALSE,0,,,,,,,,,
99,1063,,the vermont bldg,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
99,1064,,,2,2,,,,,,,,,,,,,,FALSE,1,3,FALSE,0,,FALSE,0,,,,,,,,,
99,1065,,,2,2,,,,,,,,,,,,,,FALSE,1,3,FALSE,0,,FALSE,0,,,,,,,,,
99,1066,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
99,1067,,,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
99,1068,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
99,1069,,,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
99,1070,,,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
99,1071,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
99,1072,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
99,1073,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
99,1074,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
99,1075,,,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
99,1076,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
99,1077,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
99,1078,,,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
99,1079,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
99,1080,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
99,1081,,vermont plaza,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
99,1082,,77ckentucky,2,,,1,1,,,,,,,,,,,TRUE,1,,TRUE,1,3,FALSE,0,,,,,,,,,
99,1083,,myungdong,2,2,,,,,,,,,,,,,,FALSE,1,3,FALSE,0,,FALSE,0,,,,,,,,,
99,1084,,bourbon,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,,FALSE,0,,,,,,,,,
99,1085,,hobby,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
99,1086,,jangganae,4,3,1,,,,,,,,,,,,,10,1,2,20,1,4,FALSE,0,,,,,,,,,
99,1087,,thai,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
99,1088,,haniwon,2,2,,,,,,,,,,,,,,FALSE,1,3,FALSE,0,,FALSE,0,,,,,,,,,
99,1089,,happy barber,2,2,,,,,,,,,,,,,,FALSE,1,3,FALSE,0,,FALSE,0,,,,,,,,,
99,1085,,,1,,,,,1,4,hobbyah,,,,,,,,FALSE,1,2,FALSE,0,,FALSE,0,,,,,,,,,
99,1089,,,2,2,,,,,,,,,,,,,,FALSE,1,2,FALSE,0,,FALSE,0,,,,,,,,,
99,1090,,alchemist,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
99,1091,,campaign,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
99,1092,,campaign,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
99,1093,,kobawoo,3,1,1,,1,,,,,,,,,,,10,1,1,20,1,3,FALSE,0,,,,,,,,,
99,1094,,pink comb,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
99,1095,,flow,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
99,1082,,,4,,,,4,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
99,1082,,,13,13,,,,,,,,,,,,,,FALSE,1,4,FALSE,0,,FALSE,0,,,,,,,,,
99,1090,,,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
99,1089,,,2,1,,,1,,,,,,,,,,,10,1,2,20,1,3,FALSE,0,,,,,,,,,
99,1089,,,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
99,1094,,,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
99,1096,,,11,5,,,6,,,,,,,,,,,20,1,3,10,1,3,FALSE,0,,,,,,,,,
99,1096,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
99,1097,,zhzh,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
99,1087,,,5,,,,3,2,1,"massage, thai",,,,,,,,20,1,1,10,1,1,FALSE,0,,,,,,,,,
99,1098,,banindustrial,4,,,,,,,,,,,,,,,FALSE,0,,FALSE,0,,FALSE,1,2,,,4,,,,,
99,1098,,,13,,,,,,,,,,,,,,,FALSE,0,,FALSE,0,,FALSE,1,3,,,13,,,,,
99,1098,,,4,,,,,,,,,,,,,,,FALSE,0,,FALSE,0,,FALSE,1,4,,,4,,,,,
99,1098,,,5,,,,,,,,,,,,,,,FALSE,0,,FALSE,0,,FALSE,1,4,,,5,,,,,
99,1086,,,6,3,1,,2,,,,,,,,,,,10,1,1,20,1,4,FALSE,0,,,,,,,,,
99,1086,,,4,4,,,,,,,,,,,,,,FALSE,1,3,FALSE,0,,FALSE,0,,,,,,,,,
99,1086,,,2,2,,,,,,,,,,,,,,FALSE,1,3,FALSE,0,,FALSE,0,,,,,,,,,
99,1086,,,16,16,,,,,,,,,,,,,,FALSE,1,4,FALSE,0,,FALSE,0,,,,,,,,,
99,1093,,,3,,1,,1,1,1,house,,,,,,,,10,1,2,20,1,2,FALSE,0,,,,,,,,,
99,1099,1,pho,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
99,1099,1,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
99,1100,,bbq,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
99,1100,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
99,1100,,,16,,,,16,,,,,,,,,,,FALSE,0,,FALSE,1,4,FALSE,0,,,,,,,,,
99,1100,,,16,16,,,,,,,,,,,,,,FALSE,1,4,FALSE,0,,FALSE,0,,,,,,,,,
99,1086,,,7,3,1,,3,,,,,,,,,,,20,1,3,10,1,1,FALSE,0,,,,,,,,,
99,1087,,,4,,,,2,2,1,"massage, thai",,,,,,,,20,1,3,10,1,3,FALSE,0,,,,,,,,,
99,1087,,,4,,,,2,2,1,"massage, thai",,,,,,,,20,1,3,10,1,3,FALSE,0,,,,,,,,,
100,1101,,99,9,,,,2,,,,,,,,,,,FALSE,0,,10,1,2,20,1,4,,,7,,,,,
100,1101,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
100,1102,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
100,1101,,,6,,,,6,,,,,,,,,,,FALSE,0,,FALSE,1,4,FALSE,0,,,,,,,,,
100,1102,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
100,1103,,shoes,5,,,,2,,,,,,,,,,,FALSE,0,,20,1,1,10,1,1,3,,,,,,,
100,1104,,,4,,,,,,,,,,,,,,,FALSE,0,,FALSE,0,,FALSE,1,3,,,4,,,,,
100,1105,,,4,,,,,,,,,,,,,,,FALSE,0,,FALSE,0,,FALSE,1,2,,,4,,,,,
100,1106,,chinese food express,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
100,1107,,sun plaza,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
100,1108,1,game zone,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
100,1108,1,,4,,,,4,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
100,1109,,baskin,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
100,1110,,dental,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
100,1111,,water,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
100,1112,,buk,1,1,,,,,,,,,,,,,,FALSE,1,1,FALSE,0,,FALSE,0,,,,,,,,,
100,1113,,metropcs,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
100,1114,,thai,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
100,1115,,beauty,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
100,1116,,san,1,1,,,,,,,,,,,,,,FALSE,1,1,FALSE,0,,FALSE,0,,,,,,,,,
100,1117,1,lotte,2,2,,,,,,,,,,,,,,FALSE,1,2,FALSE,0,,FALSE,0,,,,,,,,,
100,1117,1,,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
100,1118,,shine,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
100,1119,,taekwondo,1,,1,,,,,,,,,,,,taekwondo,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
100,1120,,sigue,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
100,1121,,bendz,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
100,1119,,,1,,1,,,,,,,,,,,,taekwondo,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
100,1119,,,4,,,,4,,,,,,,,,,taekwondo,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
100,1122,,shoes,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
100,1122,,,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
100,1123,,,5,,,,5,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
100,1124,,news,2,,,,,,,,,,,,,,,FALSE,0,,FALSE,0,,FALSE,1,3,,,2,,,,,
100,1109,,,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
100,1116,,,1,1,,,,,,,,,,,,,,FALSE,1,1,FALSE,0,,FALSE,0,,,,,,,,,
100,1116,,,4,4,,,,,,,,,,,,,,FALSE,1,3,FALSE,0,,FALSE,0,,,,,,,,,
100,1116,,,2,2,,,,,,,,,,,,,,FALSE,1,3,FALSE,0,,FALSE,0,,,,,,,,,
100,1116,,,1,1,,,,,,,,,,,,,,FALSE,1,2,FALSE,0,,FALSE,0,,,,,,,,,
100,1109,,,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
100,1125,,green,4,,,,2,1,1,green,1,2,health,,,,,20,1,3,10,1,1,FALSE,0,,,,,,,,,
100,1112,,,6,3,1,,2,,,,,,,,,,,10,1,1,20,1,3,FALSE,0,,,,,,,,,
100,1110,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
100,1126,1,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
100,1126,1,,4,,,,4,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
100,1126,,,20,,,,20,,,,,,,,,,,FALSE,0,,FALSE,1,4,FALSE,0,,,,,,,,,
100,1115,1,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
100,1115,1,,8,,,,8,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
100,1115,,,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
100,1115,,,8,,,,8,,,,,,,,,,,FALSE,0,,FALSE,1,4,FALSE,0,,,,,,,,,
100,1114,1,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
100,1114,1,,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
100,1127,,,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
100,1127,,,4,,,,4,,,,,,,,,,,FALSE,0,,FALSE,1,4,FALSE,0,,,,,,,,,
100,1127,,,14,,,,14,,,,,,,,,,,FALSE,0,,FALSE,1,4,FALSE,0,,,,,,,,,
100,1113,,,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
100,1113,,,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
100,1120,1,,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,,FALSE,0,,,,,,,,,
100,1120,1,,8,,,,2,,,,,,,,,,,FALSE,0,,20,1,3,10,1,3,,,6,,,,,
100,1120,,,4,,,,4,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
100,1120,,,15,,,,,,,,,,,,,,,FALSE,0,,FALSE,0,,FALSE,1,4,,,15,,,,,
100,1128,,vermont,4,,,,4,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
100,1106,,,4,,,,4,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
100,1129,1,shoes best,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
100,1129,1,,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
100,1130,,mikes,4,,,,3,,,,,,,,,,,FALSE,0,,10,1,2,20,1,2,,,1,,,,,
100,1130,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
100,1130,,,6,,,,6,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
100,1131,,,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
100,1131,,,16,,,,4,,,,,,,,,,,FALSE,0,,10,1,2,20,1,3,,,12,,,,,
100,1132,,,3,,,,2,,,,,,,,,,,FALSE,0,,20,1,3,10,1,1,,,1,,,,,
100,1133,,,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
100,1133,,,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
100,1134,,betos,6,,,,2,,,,,,,,,,,FALSE,0,,10,1,1,20,1,3,,,4,,,,,
100,1135,,discotea,3,,,,,,,,,,,,,,,FALSE,0,,FALSE,0,,FALSE,1,3,,,3,,,,,
100,1135,,,7,,,,,,,,,,,,,,,FALSE,0,,FALSE,0,,FALSE,1,3,,,7,,,,,
100,1135,,,3,,,,,,,,,,,,,,,FALSE,0,,FALSE,0,,FALSE,1,3,,,3,,,,,
100,1135,,,7,,,,,,,,,,,,,,,FALSE,0,,FALSE,0,,FALSE,1,3,,,7,,,,,
100,1135,,,1,,,,,,,,,,,,,,,FALSE,0,,FALSE,0,,FALSE,1,2,,,1,,,,,
100,1135,,,1,,,,,,,,,,,,,,,FALSE,0,,FALSE,0,,FALSE,1,2,,,1,,,,,
100,1136,,key drug,6,1,,,4,,,,,,,,,,,30,1,2,10,1,1,20,1,2,,,1,,,,,
100,1136,,,8,,,,8,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
100,1137,,kings,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
100,1138,,lease,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
100,1137,,,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
100,1137,,,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
100,1138,,church,14,,,,14,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
100,1139,,coke,6,,,,6,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
100,1140,,sparkle,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
100,1141,,shell,5,,,,5,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
100,1141,,,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
100,1141,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
100,1142,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
100,1142,,apartments,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
100,1143,,lighting,3,1,,,2,,,,,,,,,,,20,1,1,10,1,1,FALSE,0,,,,,,,,,
100,1144,,chinatown,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
100,1145,,now leasing,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
100,1146,,,7,,,,7,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
100,1144,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
100,1144,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
101,1146,,western express,6,2,,1,2,1,1,express,,,,,,,,20,1,3,10,1,3,FALSE,0,,,,,,,,,
101,1147,,sign,5,,,,5,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
101,1148,,sign,6,4,,,2,,,,,,,,,,,20,1,3,10,1,2,FALSE,0,,,,,,,,,
101,1149,,lawyers,5,,,,5,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
101,1150,,nat king cole,12,,,,12,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
101,1151,,mail plus,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,,FALSE,0,,,,,,,,,
101,1152,,plant shop,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,,FALSE,0,,,,,,,,,
101,1152,,namoo,1,,1,,,,,,,,,,,,,FALSE,0,,FALSE,1,,FALSE,0,,,,,,,,,
101,1151,,,14,2,,,12,,,,,,,,,,,20,1,3,10,1,3,FALSE,0,,,,,,,,,
101,1151,,,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
101,1151,,,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
101,1151,,,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
101,1151,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
101,1151,,,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
101,1152,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
101,1153,,dolly llama,6,,,,6,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
101,1153,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
101,1154,,,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
101,1155,,eight shop,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
101,1156,,tocco,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
101,1157,,hair,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
101,1158,,song,4,2,,,2,,,,,,,,,,,10,1,1,20,1,3,FALSE,0,,,,,,,,,
101,1159,,tobacco,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
101,1160,,blink,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
101,1161,,lunch,4,,,,4,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
101,1162,,mystylist,4,,,2,2,,,,,,,,,,,20,1,2,10,1,2,FALSE,0,,,,,,,,,
101,1162,,,4,,,2,2,,,,,,,,,,,20,1,3,10,1,3,FALSE,0,,,,,,,,,
